MSG	TID	OLD_DEBUG	OLD_RELEASE
"Solaris x86 Reverse Connect Shell-metasploit(TCP)溢出攻击"	13215	d:13554	r:13554
"Solaris x86 Reverse Connect Shell-metasploit(UDP)溢出攻击"	13216	d:13555	r:13555
"Windows x86 Add User-metasploit(TCP)Variant溢出攻击1"	13217	d:13556	r:13556
"Windows x86 Add User-metasploit(UDP)Variant溢出攻击1"	13218	d:13557	r:13557
"Windows x86 Add User-metasploit(TCP)Variant溢出攻击2"	13219	d:13558	r:13558
"Windows x86 Add User-metasploit(UDP)Variant溢出攻击2"	13220	d:13559	r:13559
"Windows x86 Add User-metasploit(TCP)Variant溢出攻击3"	13221	d:13560	r:13560
"Windows x86 Add User-metasploit(UDP)Variant溢出攻击3"	13222	d:13561	r:13561
"BSD x86 FindSock Shell-metasploit(TCP)溢出攻击"	13223	d:13562	r:13562
"BSD x86 FindSock Shell-metasploit(UDP)溢出攻击"	13224	d:13563	r:13563
"BSD x86 Mail Passwd-s0t4ipv6(TCP)溢出攻击"	13225	d:13564	r:13564
"BSD x86 Mail Passwd-s0t4ipv6(UDP)溢出攻击"	13226	d:13565	r:13565
"BSD SPARC Reverse Connect Shell-metasploit(TCP)溢出攻击"	13227	d:13566	r:13566
"BSD SPARC Reverse Connect Shell-metasploit(UDP)溢出攻击"	13228	d:13567	r:13567
"BSD x86 Reverse Connect Shell-dev0id(TCP)溢出攻击"	13229	d:13568	r:13568
"BSD x86 Reverse Connect Shell-dev0id(UDP)溢出攻击"	13230	d:13569	r:13569
"BSD x86 Reverse Connect Shell-metasploit(TCP)溢出攻击"	13231	d:13570	r:13570
"BSD x86 Reverse Connect Shell-metasploit(UDP)溢出攻击"	13232	d:13571	r:13571
"BSD x86 Reverse Connect Shell-noir(TCP)溢出攻击"	13233	d:13572	r:13572
"BSD x86 Reverse Connect Shell-noir(UDP)溢出攻击"	13234	d:13573	r:13573
"BSD x86 Reverse Connect Shell-Scrippie(TCP)溢出攻击"	13235	d:13574	r:13574
"BSD x86 Reverse Connect Shell-Scrippie(UDP)溢出攻击"	13236	d:13575	r:13575
"BSD x86 Reverse Stage-metasploit(TCP)溢出攻击"	13237	d:13576	r:13576
"BSD x86 Reverse Stage-metasploit(UDP)溢出攻击"	13238	d:13577	r:13577
"BSD PPC Shell-Palante(TCP)溢出攻击"	13239	d:13578	r:13578
"BSD PPC Shell-Palante(UDP)溢出攻击"	13240	d:13579	r:13579
"BSD x86 Shell(evade)-dev0id(TCP)溢出攻击"	13241	d:13580	r:13580
"BSD x86 Shell(evade)-dev0id(UDP)溢出攻击"	13242	d:13581	r:13581
"Multi-OS Shell(bsd/linux)-dymitri(TCP)溢出攻击"	13243	d:13582	r:13582
"Multi-OS Shell(bsd/linux)-dymitri(UDP)溢出攻击"	13244	d:13583	r:13583
"Multi-OS Shell(solaris/linux)-dymitri(TCP)溢出攻击"	13245	d:13584	r:13584
"Multi-OS Shell(solaris/linux)-dymitri(UDP)溢出攻击"	13246	d:13585	r:13585
"Multi-OS Shell(solaris/linux/irix)-dymitri(TCP)溢出攻击"	13247	d:13586	r:13586
"Multi-OS Shell(solaris/linux/irix)-dymitri(UDP)溢出攻击"	13248	d:13587	r:13587
"Multi-OS Shell(linux x86/ppc)-core(TCP)溢出攻击"	13249	d:13588	r:13588
"Multi-OS Shell(linux x86/ppc)-core(UDP)溢出攻击"	13250	d:13589	r:13589
"Multi-OS Shell(osx x86/ppc)-nemo(TCP)溢出攻击"	13251	d:13590	r:13590
"Multi-OS Shell(osx x86/ppc)-nemo(UDP)溢出攻击"	13252	d:13591	r:13591
"NetBSD x86 Reverse Connect Shell-minervini(TCP)溢出攻击"	13253	d:13592	r:13592
"NetBSD x86 Reverse Connect Shell-minervini(UDP)溢出攻击"	13254	d:13593	r:13593
"NetBSD x86 Shell-humble(TCP)溢出攻击"	13255	d:13594	r:13594
"NetBSD x86 Shell-humble(UDP)溢出攻击"	13256	d:13595	r:13595
"NetBSD x86 Shell-minervini Variant(TCP)溢出攻击1"	13257	d:13596	r:13596
"NetBSD x86 Shell-minervini Variant(UDP)溢出攻击1"	13258	d:13597	r:13597
"NetBSD x86 Shell-minervini Variant(TCP)溢出攻击2"	13259	d:13598	r:13598
"NetBSD x86 Shell-minervini Variant(UDP)溢出攻击2"	13260	d:13599	r:13599
"Windows x86 Bind Shell-metasploit(TCP)Variant溢出攻击1"	13261	d:13600	r:13600
"Windows x86 Bind Shell-metasploit(UDP)Variant溢出攻击1"	13262	d:13601	r:13601
"Windows x86 Bind Shell-metasploit(TCP)Variant溢出攻击2"	13263	d:13602	r:13602
"Windows x86 Bind Shell-metasploit(UDP)Variant溢出攻击2"	13264	d:13603	r:13603
"Windows x86 Bind Stage-metasploit(TCP)Variant溢出攻击1"	13265	d:13604	r:13604
"Windows x86 Bind Stage-metasploit(UDP)Variant溢出攻击1"	13266	d:13605	r:13605
"Windows x86 Bind Stage-metasploit(TCP)Variant溢出攻击2"	13267	d:13606	r:13606
"Windows x86 Bind Stage-metasploit(UDP)Variant溢出攻击2"	13268	d:13607	r:13607
"Windows x86 Download Execute-metasploit(TCP)溢出攻击"	13269	d:13608	r:13608
"Windows x86 Download Execute-metasploit(UDP)溢出攻击"	13270	d:13609	r:13609
"Windows x86 Execute Command-metasploit(TCP)Variant溢出攻击1"	13271	d:13610	r:13610
"Windows x86 Execute Command-metasploit(UDP)Variant溢出攻击1"	13272	d:13611	r:13611
"Windows x86 Execute Command-metasploit(TCP)Variant溢出攻击2"	13273	d:13612	r:13612
"Windows x86 Execute Command-metasploit(UDP)Variant溢出攻击2"	13274	d:13613	r:13613
"Windows x86 FindRecv Stage-metasploit(TCP)溢出攻击"	13275	d:13614	r:13614
"Windows x86 FindRecv Stage-metasploit(UDP)溢出攻击"	13276	d:13615	r:13615
"Windows x86 Reverse Shell-metasploit(TCP)Variant溢出攻击1"	13277	d:13616	r:13616
"Windows x86 Reverse Shell-metasploit(UDP)Variant溢出攻击1"	13278	d:13617	r:13617
"Windows x86 Reverse Shell-metasploit(TCP)Variant溢出攻击2"	13279	d:13618	r:13618
"Windows x86 Reverse Shell-metasploit(UDP)Variant溢出攻击2"	13280	d:13619	r:13619
"Windows x86 Reverse Stage-metasploit(TCP)溢出攻击"	13281	d:13620	r:13620
"Windows x86 Reverse Stage-metasploit(UDP)溢出攻击"	13282	d:13621	r:13621
"Windows x86 PassiveX Stage-metasploit(TCP)溢出攻击"	13283	d:13622	r:13622
"Windows x86 PassiveX Stage-metasploit(UDP)溢出攻击"	13284	d:13623	r:13623
"Linux SPARC FindSock Shell-metasploit(TCP)溢出攻击"	13285	d:13624	NONE
"Linux SPARC FindSock Shell-metasploit(UDP)溢出攻击"	13286	d:13625	r:13625
"Linux x86 FindSock Shell-metasploit(TCP)溢出攻击"	13287	d:13626	NONE
"Linux x86 FindSock Shell-metasploit(UDP)溢出攻击"	13288	d:13627	r:13627
"Linux PPC Read Execute shellcode-core(TCP)溢出攻击"	13289	d:13628	NONE
"Linux PPC Read Execute shellcode-core(UDP)溢出攻击"	13290	d:13629	r:13629
"Linux PPC反向连接shellcode-core(TCP)溢出攻击"	13291	d:13630	NONE
"Linux PPC反向连接shellcode-core(UDP)溢出攻击"	13292	d:13631	r:13631
"Linux SPARC反向连接shellcode-killah(TCP)溢出攻击"	13293	d:13632	NONE
"Linux SPARC反向连接shellcode-killah(UDP)溢出攻击"	13294	d:13633	r:13633
"Linux SPARC反向连接shellcode-metasploit(TCP)溢出攻击"	13295	d:13634	NONE
"Linux SPARC反向连接shellcode-metasploit(UDP)溢出攻击"	13296	d:13635	r:13635
"Shellcode BSD x86 Shell(evade)-s0t4ipv6(TCP)溢出攻击"	13297	d:13636	r:13636
"Shellcode BSD x86 Shell(evade)-s0t4ipv6(UDP)溢出攻击"	13298	d:13637	r:13637
"Shellcode BSD x86 Shell-n0gada(TCP)溢出攻击"	13299	d:13638	r:13638
"Shellcode BSD x86 Shell-n0gada(UDP)溢出攻击"	13300	d:13639	r:13639
"Shellcode BSD x86 Setuid Shell-s0t4ipv6(TCP)溢出攻击"	13301	d:13640	r:13640
"Shellcode BSD x86 Setuid Shell-s0t4ipv6(UDP)溢出攻击"	13302	d:13641	r:13641
"Shellcode BSDi x86 Bind Shell-metasploit(TCP)溢出攻击"	13303	d:13642	r:13642
"Shellcode BSDi x86 Bind Shell-metasploit(UDP)溢出攻击"	13304	d:13643	r:13643
"Shellcode BSDi x86 Bind Stage-metasploit(TCP)溢出攻击"	13305	d:13644	r:13644
"Shellcode BSDi x86 Bind Stage-metasploit(UDP)溢出攻击"	13306	d:13645	r:13645
"Shellcode BSDi x86 FindSock Shell-metasploit(TCP)溢出攻击"	13307	d:13646	r:13646
"Shellcode BSDi x86 FindSock Shell-metasploit(UDP)溢出攻击"	13308	d:13647	r:13647
"Shellcode BSDi x86 Reverse Connect Shell-metasploit(TCP)溢出攻击"	13309	d:13648	r:13648
"Shellcode BSDi x86 Reverse Connect Shell-metasploit(UDP)溢出攻击"	13310	d:13649	r:13649
"Shellcode BSDi x86 Reverse Connect Stage-metasploit(TCP)溢出攻击"	13311	d:13650	r:13650
"Shellcode BSDi x86 Reverse Connect Stage-metasploit(UDP)溢出攻击"	13312	d:13651	r:13651
"Shellcode BSDi x86 Shell-duke(TCP)溢出攻击"	13313	d:13652	r:13652
"Shellcode BSDi x86 Shell-duke(UDP)溢出攻击"	13314	d:13653	r:13653
"Shellcode BSDi x86 Shell toupper()-unknown(TCP)溢出攻击"	13315	d:13654	r:13654
"Shellcode BSDi x86 Shell toupper()-unknown(UDP)溢出攻击"	13316	d:13655	r:13655
"OpenBSD x86 Add User-w00w00(TCP)溢出攻击"	13317	d:13656	r:13656
"OpenBSD x86 Add User-w00w00(UDP)溢出攻击"	13318	d:13657	r:13657
"OpenBSD x86 Bind Shell-noir(TCP)溢出攻击"	13319	d:13658	r:13658
"OpenBSD x86 Bind Shell-noir(UDP)溢出攻击"	13320	d:13659	r:13659
"Mac OS X PPC Add User-B-r00t(TCP)溢出攻击"	13321	d:13660	r:13660
"Mac OS X PPC Add User-B-r00t(UDP)溢出攻击"	13322	d:13661	r:13661
"Mac OS X PPC Bind Shell-Metasploit(TCP)溢出攻击"	13323	d:13662	r:13662
"Mac OS X PPC Bind Shell-Metasploit(UDP)溢出攻击"	13324	d:13663	r:13663
"Mac OS X PPC Bind Stage-Metasploit(TCP)溢出攻击"	13325	d:13664	r:13664
"Mac OS X PPC Bind Stage-Metasploit(UDP)溢出攻击"	13326	d:13665	r:13665
"Mac OS X PPC Create Setuid-B-r00t(TCP)溢出攻击"	13327	d:13666	r:13666
"Mac OS X PPC Create Setuid-B-r00t(UDP)溢出攻击"	13328	d:13667	r:13667
"Mac OS X PPC FindRecv Stage-Metasploit(TCP)溢出攻击"	13329	d:13668	r:13668
"Mac OS X PPC FindRecv Stage-Metasploit(UDP)溢出攻击"	13330	d:13669	r:13669
"Mac OS X PPC INETD Backdoor-B-r00t(TCP)溢出攻击"	13331	d:13670	r:13670
"Mac OS X PPC INETD Backdoor-B-r00t(UDP)溢出攻击"	13332	d:13671	r:13671
"Mac OS X PPC Reboot-B-r00t(TCP)溢出攻击"	13333	d:13672	r:13672
"Mac OS X PPC Reboot-B-r00t(UDP)溢出攻击"	13334	d:13673	r:13673
"Mac OS X PPC Reverse Shell-Metasploit(TCP)溢出攻击"	13335	d:13674	r:13674
"Mac OS X PPC Reverse Shell-Metasploit(UDP)溢出攻击"	13336	d:13675	r:13675
"Mac OS X PPC Reverse Stage-Metasploit(TCP)溢出攻击"	13337	d:13676	r:13676
"Mac OS X PPC Reverse Stage-Metasploit(UDP)溢出攻击"	13338	d:13677	r:13677
"Mac OS X PPC Reverse Stage-Null-Free-Metasploit(TCP)溢出攻击"	13339	d:13678	r:13678
"Mac OS X PPC Reverse Stage-Null-Free-Metasploit(UDP)溢出攻击"	13340	d:13679	r:13679
"Mac OS X PPC Shell-B-r00t(TCP)溢出攻击"	13341	d:13680	r:13680
"Mac OS X PPC Shell-B-r00t(UDP)溢出攻击"	13342	d:13681	r:13681
"微软Internet Explorer 8开发工具系统漏洞"	13343	d:13682	NONE
"微软WMITools ActiveX控件溢出漏洞"	13344	d:13683	NONE
"微软WMITools ActiveX控件溢出漏洞"	13345	d:13684	NONE
"微软Internet Explorer布局处理内存损坏溢出漏洞1"	13346	d:13685	NONE
"微软Internet Explorer布局处理内存损坏溢出漏洞"	13347	d:13686	NONE
"微软MHTML MIME 格式请求溢出漏洞"	13348	d:13687	NONE
"Microsoft Active Directory 'BROWSER ELECTION'缓冲区溢出漏洞"	13349	d:13688	r:13688
"DNS 查询溢出漏洞"	13350	d:13689	r:13689
"微软Windows Messenger ActiveX 控件溢出漏洞"	13351	d:13691	NONE
"微软Internet Explorer浏览器Javascript信息泄露溢出漏洞"	13352	d:13692	NONE
"微软Internet Explorer浏览器对象管理内存损坏溢出漏洞"	13353	d:13693	NONE
"微软Internet Explorer 8开发工具系统漏洞1"	13354	d:13694	NONE
"Microsoft Office文本转换整数代码溢出攻击_Tag(HTTP Corrupt)"	13355	d:13695	r:13695
"Microsoft Office文本转换整数代码溢出攻击(HTTP Corrupt)"	13356	d:13696	r:13696
"Microsoft Office文本转换整数代码溢出攻击_Tag(IMAP4 Corrupt Base64)"	13357	d:13697	r:13697
"Microsoft Office文本转换整数代码溢出攻击(IMAP4 Corrupt Base64)"	13358	d:13698	r:13698
"Adobe Acrobat and Reader Font Parsing 整数溢出攻击(IMAP4)1_Tag1"	13359	d:13699	NONE
"Adobe Acrobat and Reader Font Parsing 整数溢出攻击(IMAP4)1_Tag2"	13360	d:13700	NONE
"Adobe Acrobat and Reader Font Parsing 整数溢出攻击(IMAP4)1_Tag3"	13361	d:13701	NONE
"Adobe Acrobat and Reader Font Parsing整数溢出攻击(IMAP4)1"	13362	d:13702	r:13702
"Adobe Acrobat and Reader Font Parsing 整数溢出攻击(IMAP4)2_Tag1"	13363	d:13703	NONE
"Adobe Acrobat and Reader Font Parsing 整数溢出攻击(IMAP4)2_Tag2"	13364	d:13704	NONE
"Adobe Acrobat and Reader Font Parsing 整数溢出攻击(IMAP4)2_Tag3"	13365	d:13705	NONE
"Adobe Acrobat and Reader Font Parsing 整数溢出攻击(IMAP4)2_Tag4"	13366	d:13706	NONE
"Adobe Acrobat and Reader Font Parsing整数溢出攻击(IMAP4)2"	13367	d:13707	r:13707
"Adobe Acrobat and Reader Font Parsing 整数溢出攻击(POP3)1_Tag1"	13368	d:13708	NONE
"Adobe Acrobat and Reader Font Parsing 整数溢出攻击(POP3)1_Tag2"	13369	d:13709	NONE
"Adobe Acrobat and Reader Font Parsing 整数溢出攻击(POP3)1_Tag3"	13370	d:13710	NONE
"Adobe Acrobat and Reader Font Parsing整数溢出攻击(POP3)1"	13371	d:13711	r:13711
"Adobe Acrobat and Reader Font Parsing 整数溢出攻击2_Tag1"	13372	d:13712	NONE
"Adobe Acrobat and Reader Font Parsing 整数溢出攻击2_Tag2"	13373	d:13713	NONE
"Adobe Acrobat and Reader Font Parsing 整数溢出攻击2_Tag3"	13374	d:13714	NONE
"Adobe Acrobat and Reader Font Parsing 整数溢出攻击2_Tag4"	13375	d:13715	NONE
"Adobe Acrobat and Reader Font Parsing整数溢出攻击2"	13376	d:13716	r:13716
"微软RTF解析引擎栈污染溢出漏洞(HTTP)"	13377	d:13717	NONE
"微软RTF解析引擎栈污染溢出漏洞(POP3 Base64)"	13378	d:13718	NONE
"微软RTF解析引擎栈污染溢出漏洞2(POP3)"	13379	d:13719	NONE
"微软RTF解析引擎栈污染溢出漏洞(SMTP UUEncode)"	13380	d:13720	NONE
"微软RTF 堆栈缓冲区溢出漏洞(HTTP)"	13381	d:13721	NONE
"微软RTF 堆栈缓冲区溢出漏洞(POP3 Base64)"	13382	d:13722	NONE
"微软RTF 堆栈缓冲区溢出漏洞2(POP3)"	13383	d:13723	NONE
"Mozilla Firefox escape()函数返回值内在污染溢出漏洞"	13384	d:13724	NONE
"Mozilla Firefox nsTextFrame::ClearTextRun()远程内在污染溢出漏洞"	13385	d:13725	NONE
"微软MPEG Layer-3 Audio解码器栈缓冲区溢出漏洞(HTTP)"	13386	d:13726	r:13726
"微软MPEG Layer-3 Audio解码器栈缓冲区溢出漏洞(POP3 Base64)"	13387	d:13727	NONE
"微软MPEG Layer-3 Audio解码器栈缓冲区溢出漏洞(POP3)"	13388	d:13728	NONE
"微软MPEG Layer-3 Audio解码器栈缓冲区溢出漏洞(SMTP Base64)"	13389	d:13729	NONE
"微软MPEG Layer-3 Audio解码器栈缓冲区溢出漏洞(SMTP)"	13390	d:13730	NONE
"微软MPEG Layer-3 Audio解码器栈缓冲区溢出漏洞(SMTP UUEncode)"	13391	d:13731	NONE
"Microsoft Cinepak Codec CVDecompress堆溢出攻击(IMAP4)"	13392	d:13732	r:13732
"Microsoft Cinepak Codec CVDecompress堆溢出攻击1(IMAP4)"	13393	d:13733	r:13733
"Microsoft Cinepak Codec CVDecompress堆溢出攻击(POP3)"	13394	d:13734	r:13734
"Microsoft Cinepak Codec CVDecompress堆溢出攻击1(POP3)"	13395	d:13735	r:13735
"Microsoft Cinepak Codec CVDecompress堆溢出攻击(SMTP Base64)"	13396	d:13736	r:13736
"Microsoft Cinepak Codec CVDecompress堆溢出攻击(SMTP)"	13397	d:13737	r:13737
"Microsoft Cinepak Codec CVDecompress堆溢出攻击1(SMTP)"	13398	d:13738	r:13738
"Adobe Acrobat and Reader Font Parsing 整数溢出攻击(SMTP)1_Tag1"	13399	d:13739	NONE
"Adobe Acrobat and Reader Font Parsing 整数溢出攻击(SMTP)1_Tag2"	13400	d:13740	NONE
"Adobe Acrobat and Reader Font Parsing 整数溢出攻击(SMTP)1_Tag3"	13401	d:13741	NONE
"Adobe Acrobat and Reader Font Parsing整数溢出攻击(SMTP)1"	13402	d:13742	r:13742
"Adobe Acrobat and Reader Font Parsing 整数溢出攻击(SMTP)2_Tag1"	13403	d:13743	NONE
"Adobe Acrobat and Reader Font Parsing 整数溢出攻击(SMTP)2_Tag2"	13404	d:13744	NONE
"Adobe Acrobat and Reader Font Parsing 整数溢出攻击(SMTP)2_Tag3"	13405	d:13745	NONE
"Adobe Acrobat and Reader Font Parsing 整数溢出攻击(SMTP)2_Tag4"	13406	d:13746	NONE
"Adobe Acrobat and Reader Font Parsing整数溢出攻击(SMTP)2"	13407	d:13747	r:13747
"Adobe Acrobat and Reader Font Parsing 整数溢出攻击(SMTP)3_Tag1"	13408	d:13748	NONE
"Adobe Acrobat and Reader Font Parsing 整数溢出攻击(SMTP)3_Tag2"	13409	d:13749	NONE
"Adobe Acrobat and Reader Font Parsing 整数溢出攻击(SMTP)3_Tag3"	13410	d:13750	NONE
"Adobe Acrobat and Reader Font Parsing 整数溢出攻击(SMTP)3_Tag4"	13411	d:13751	NONE
"Adobe Acrobat and Reader Font Parsing整数溢出攻击(SMTP)3"	13412	d:13752	r:13752
"Adobe Acrobat getAnnots 远程代码执行(IMAP4 Base64)1_tag1"	13413	d:13753	NONE
"Adobe Acrobat getAnnots 远程代码执行(IMAP4 Base64)1_tag2"	13414	d:13754	NONE
"Adobe Acrobat getAnnots 远程代码执行(IMAP4 Base64)1_tag3"	13415	d:13755	NONE
"Adobe Acrobat getAnnots远程代码溢出执行攻击(IMAP4 Base64)1"	13416	d:13756	r:13781
"Microsoft Office文本转换整数代码溢出攻击(IMAP4 Corrupt Quoted Printable)"	13417	d:13757	r:13757
"Microsoft Office文本转换整数代码溢出攻击(IMAP4 Direct Base64)"	13418	d:13758	r:13758
"Microsoft Office文本转换整数代码溢出攻击(IMAP4 Direct Quoted Printable)"	13419	d:13759	r:13759
"Microsoft Office文本转换整数代码溢出攻击_Tag(POP3 Corrupt Base64)"	13420	d:13760	r:13760
"Microsoft Office文本转换整数代码溢出攻击(POP3 Corrupt Base64)"	13421	d:13761	r:13761
"Microsoft Office文本转换整数代码溢出攻击(POP3 Corrupt Quoted Printable)"	13422	d:13762	r:13762
"微软Windows MS-CHAP身份验证绕过溢出攻击"	13423	d:13763	r:13763
"MySQL yaSSL Certificate报文栈溢出攻击"	13424	d:13764	NONE
"Nokia N95 JPEG File Crash PoC溢出攻击"	13425	d:13765	NONE
"NTP Reserved Mode拒绝服务攻击"	13426	d:13766	r:13766
"OpenLDAP 2.4.22 Modrdn输入验证溢出攻击"	13427	d:13768	NONE
"OpenLDAP 2.4.22 Modrdn输入验证溢出攻击2"	13428	d:13769	NONE
"OpenSwan and StrongSwan DPD Packet远程拒绝服务攻击"	13429	d:13770	r:13770
"OpenSwan and StrongSwan DPD Packet远程拒绝服务攻击2"	13430	d:13771	r:13771
"Opera JavaScript Alert()函数缓冲区溢出攻击"	13431	d:13772	NONE
"Oracle OPMN Service Log字符串格式化溢出攻击"	13432	d:13773	NONE
"微软Outlook Express 和 Windows Mail 整数溢出攻击"	13433	d:13774	NONE
"Adobe PDF 执行程序功能溢出攻击(http)"	13434	d:13775	NONE
"Adobe PDF 执行程序功能溢出攻击2(IMAP4)"	13435	d:13776	NONE
"Adobe PDF 执行程序功能溢出攻击3(SMTP)"	13436	d:13777	NONE
"Adobe Acrobat getAnnots 远程代码溢出执行攻击(IMAP4 Base64)1_tag1"	13437	d:13778	NONE
"Adobe Acrobat getAnnots 远程代码溢出执行攻击(IMAP4 Base64)1_tag2"	13438	d:13779	NONE
"Adobe Acrobat getAnnots 远程代码溢出执行攻击(IMAP4 Base64)1_tag2"	13439	d:13780	NONE
"Adobe Acrobat getAnnots远程代码溢出执行攻击(IMAP4 Base64)1"	13440	d:13781	r:13781
"Adobe Acrobat getAnnots 远程代码溢出执行攻击(IMAP4 Quoted Printable)1_tag1"	13441	d:13782	NONE
"Adobe Acrobat getAnnots 远程代码溢出执行攻击(IMAP4 Quoted Printable)1_tag2"	13442	d:13783	NONE
"Adobe Acrobat getAnnots 远程代码溢出执行攻击(IMAP4 Quoted Printable)1_tag3"	13443	d:13784	NONE
"Adobe Acrobat getAnnots远程代码溢出执行攻击(IMAP4 Quoted Printable)1"	13444	d:13785	r:13785
"Adobe Acrobat getAnnots远程代码溢出执行攻击(POP3 Base64)1_tag1"	13445	d:13786	r:13786
"Adobe Acrobat getAnnots远程代码溢出执行攻击(POP3 Base64)1_tag2"	13446	d:13787	r:13787
"Adobe Acrobat getAnnots远程代码溢出执行攻击(POP3 Base64)1"	13447	d:13788	r:13788
"Adobe Acrobat getAnnots 远程代码溢出执行攻击(POP3 Quoted Printable)1_tag1"	13448	d:13790	NONE
"Adobe Acrobat getAnnots 远程代码溢出执行攻击(POP3 Quoted Printable)1_tag2"	13449	d:13791	NONE
"Adobe Acrobat getAnnots 远程代码溢出执行攻击(POP3 Quoted Printable)1_tag3"	13450	d:13792	NONE
"Adobe Acrobat getAnnots远程代码溢出执行攻击(POP3 Quoted Printable)1"	13451	d:13793	r:13793
"Microsoft DirectX DirectShow AVI文件解析堆溢出攻击(HTTP)"	13452	d:13794	r:13794
"Microsoft DirectX DirectShow AVI文件解析堆溢出攻击(IMAP4 Base64)"	13453	d:13795	r:13795
"Microsoft DirectX DirectShow AVI文件解析堆溢出攻击(IMAP4 Quoted Printable)"	13454	d:13796	r:13796
"Microsoft DirectX DirectShow AVI文件解析堆溢出攻击(POP3 Base64)"	13455	d:13797	r:13797
"Microsoft DirectX DirectShow AVI文件解析堆溢出攻击(POP3 Quoted Printable)"	13456	d:13798	r:13798
"Microsoft DirectX DirectShow AVI文件解析堆溢出攻击(SMTP Base64)"	13457	d:13799	r:13799
"Microsoft DirectX DirectShow AVI文件解析堆溢出攻击(SMTP Quoted Printable)"	13458	d:13800	r:13800
"Microsoft DirectX DirectShow AVI文件解析堆溢出攻击(SMTP UUEncode)"	13459	d:13801	r:13801
"Microsoft Office 文本转换整数代码溢出攻击_Tag(POP3 Direct Base64)"	13460	d:13802	NONE
"Microsoft Office文本转换整数代码溢出攻击(POP3 Direct Base64)"	13461	d:13803	r:13803
"Microsoft Office文本转换整数代码溢出攻击_Tag(POP3 Direct Quoted Printable)"	13462	d:13804	r:13804
"Microsoft Office文本转换整数代码溢出攻击(POP3 Direct Quoted Printable)"	13463	d:13805	r:13805
"Microsoft Office文本转换整数代码溢出攻击_Tag(SMTP Corrupt Base64)"	13464	d:13806	r:13806
"Microsoft Office文本转换整数代码溢出攻击_Tag_1(SMTP Corrupt Base64)"	13465	d:13807	r:13807
"Microsoft Office文本转换整数代码溢出攻击(SMTP Corrupt Base64)"	13466	d:13808	r:13808
"ProFTPd MySQL认证绕过漏洞溢出攻击"	13467	d:13809	NONE
"微软远程桌面连接ActiveX控件溢出攻击"	13468	d:13810	NONE
"SIP协议Extraneous头字段分隔符错误使用溢出攻击"	13469	d:13811	r:13811
